"AUDIT_ID","ACTION_TYPE","ENTITY_TYPE","ENTITY_ID","FIELD_CHANGED","OLD_VALUE","NEW_VALUE","CHANGE_SUMMARY","USER_ID","USER_ROLE","IP_ADDRESS","ACTION_TIMESTAMP"
8465,DECLINE_SAR,CASE,1847,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Insufficient evidence of criminal intent. Decision reviewed by officer_dubois. Joule alert summary noted. Human accountability confirmed.,manager_fernandez,COMPLIANCE_MANAGER,"10.67.215.61",2026-06-27 10:17:30.000
8466,OPEN_CASE,CASE,1848,STATUS,,OPEN,Case opened. Priority: HIGH. Assigned to analyst_8. Initial Joule case summary reviewed. Counterparty exposure identified as primary risk driver.,analyst_8,AML_ANALYST,"10.68.216.72",2026-06-24 20:17:30.000
8467,REQUEST_EDD,CASE,1848,REQUIRES_EDD,FALSE,TRUE,Enhanced Due Diligence requested. Risk profile elevated. Beneficial ownership structure under review. Regulatory obligation: MAS MAS626.,officer_tanaka,COMPLIANCE_OFFICER,"10.68.216.72",2026-06-25 04:17:30.000
8468,DECLINE_SAR,CASE,1848,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Transaction explained by documented business purpose. Decision reviewed by manager_raghavan. Joule alert summary noted. Human accountability confirmed.,officer_tanaka,COMPLIANCE_OFFICER,"10.68.216.72",2026-06-27 12:17:30.000
8469,OPEN_CASE,CASE,1849,STATUS,,OPEN,Case opened. Priority: LOW. Assigned to analyst_7. Initial Joule case summary reviewed. Suspicious structuring identified as primary risk driver.,analyst_7,AML_ANALYST,"10.69.217.83",2026-06-24 21:17:30.000
8470,DECLINE_SAR,CASE,1849,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Risk indicators resolved through client outreach. Decision reviewed by manager_fernandez. Joule alert summary noted. Human accountability confirmed.,officer_dubois,COMPLIANCE_OFFICER,"10.69.217.83",2026-06-27 14:17:30.000
8471,CLOSE_CASE,CASE,1849,STATUS,OPEN,CLOSED,Case closed. No SAR required. All alerts reviewed. Documentation archived. Regulatory reporting complete.,manager_fernandez,COMPLIANCE_MANAGER,"10.69.217.83",2026-06-28 09:17:30.000
8472,OPEN_CASE,CASE,1850,STATUS,,OPEN,Case opened. Priority: MEDIUM. Assigned to analyst_7. Initial Joule case summary reviewed. Threshold breach pattern identified as primary risk driver.,analyst_7,AML_ANALYST,"10.70.218.94",2026-06-24 16:17:30.000
8473,REQUEST_EDD,CASE,1850,REQUIRES_EDD,FALSE,TRUE,Enhanced Due Diligence requested. Risk profile elevated. Beneficial ownership structure under review. Regulatory obligation: FinCEN CDD Rule.,senior_marchetti,SENIOR_ANALYST,"10.70.218.94",2026-06-25 02:17:30.000
8474,DECLINE_SAR,CASE,1850,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Insufficient evidence of criminal intent. Decision reviewed by officer_tanaka. Joule alert summary noted. Human accountability confirmed.,senior_marchetti,SENIOR_ANALYST,"10.70.218.94",2026-06-27 10:17:30.000
8475,CLOSE_CASE,CASE,1850,STATUS,OPEN,CLOSED,Case closed. No SAR required. All alerts reviewed. Documentation archived. Regulatory reporting complete.,officer_tanaka,COMPLIANCE_OFFICER,"10.70.218.94",2026-06-28 06:17:30.000
8476,OPEN_CASE,CASE,1851,STATUS,,OPEN,Case opened. Priority: MEDIUM. Assigned to analyst_3. Initial Joule case summary reviewed. Velocity anomaly identified as primary risk driver.,analyst_3,AML_ANALYST,"10.71.219.105",2026-06-24 17:17:30.000
8477,FILE_SAR,CASE,1851,SAR_FILED,FALSE,TRUE,SAR filed with relevant FIU. Human investigator decision: sufficient evidence of layering activity. SAR reference: SAR-2026-01851. Final decision accountability: manager_raghavan (COMPLIANCE_MANAGER). Joule recommendation reviewed and confirmed by investigator prior to filing.,manager_raghavan,COMPLIANCE_MANAGER,"10.71.219.105",2026-06-27 12:17:30.000
8478,CLOSE_CASE,CASE,1851,STATUS,OPEN,CLOSED,Case closed. SAR filed and acknowledged. All alerts reviewed. Documentation archived. Regulatory reporting complete.,officer_dubois,COMPLIANCE_OFFICER,"10.71.219.105",2026-06-28 09:17:30.000
8479,OPEN_CASE,CASE,1852,STATUS,,OPEN,Case opened. Priority: HIGH. Assigned to analyst_8. Initial Joule case summary reviewed. Geographic risk signal identified as primary risk driver.,analyst_8,AML_ANALYST,"10.72.220.116",2026-06-24 18:17:30.000
8480,REQUEST_EDD,CASE,1852,REQUIRES_EDD,FALSE,TRUE,Enhanced Due Diligence requested. Risk profile elevated. Beneficial ownership structure under review. Regulatory obligation: MAS MAS626.,manager_raghavan,COMPLIANCE_MANAGER,"10.72.220.116",2026-06-25 06:17:30.000
8481,DECLINE_SAR,CASE,1852,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Risk indicators resolved through client outreach. Decision reviewed by manager_raghavan. Joule alert summary noted. Human accountability confirmed.,manager_raghavan,COMPLIANCE_MANAGER,"10.72.220.116",2026-06-27 14:17:30.000
8482,CLOSE_CASE,CASE,1852,STATUS,OPEN,CLOSED,Case closed. No SAR required. All alerts reviewed. Documentation archived. Regulatory reporting complete.,manager_raghavan,COMPLIANCE_MANAGER,"10.72.220.116",2026-06-28 12:17:30.000
8483,OPEN_CASE,CASE,1853,STATUS,,OPEN,Case opened. Priority: LOW. Assigned to analyst_9. Initial Joule case summary reviewed. Counterparty exposure identified as primary risk driver.,analyst_9,AML_ANALYST,"10.73.221.127",2026-06-24 19:17:30.000
8484,DECLINE_SAR,CASE,1853,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Insufficient evidence of criminal intent. Decision reviewed by manager_fernandez. Joule alert summary noted. Human accountability confirmed.,manager_fernandez,COMPLIANCE_MANAGER,"10.73.221.127",2026-06-27 16:17:30.000
8485,CLOSE_CASE,CASE,1853,STATUS,OPEN,CLOSED,Case closed. No SAR required. All alerts reviewed. Documentation archived. Regulatory reporting complete.,manager_fernandez,COMPLIANCE_MANAGER,"10.73.221.127",2026-06-28 15:17:30.000
8486,OPEN_CASE,CASE,1854,STATUS,,OPEN,Case opened. Priority: MEDIUM. Assigned to analyst_7. Initial Joule case summary reviewed. Suspicious structuring identified as primary risk driver.,analyst_7,AML_ANALYST,"10.74.222.138",2026-06-24 20:17:30.000
8487,REQUEST_EDD,CASE,1854,REQUIRES_EDD,FALSE,TRUE,Enhanced Due Diligence requested. Risk profile elevated. Beneficial ownership structure under review. Regulatory obligation: FinCEN CDD Rule.,officer_tanaka,COMPLIANCE_OFFICER,"10.74.222.138",2026-06-25 10:17:30.000
8488,FILE_SAR,CASE,1854,SAR_FILED,FALSE,TRUE,SAR filed with relevant FIU. Human investigator decision: sufficient evidence of layering activity. SAR reference: SAR-2026-01854. Final decision accountability: officer_dubois (COMPLIANCE_OFFICER). Joule recommendation reviewed and confirmed by investigator prior to filing.,officer_dubois,COMPLIANCE_OFFICER,"10.74.222.138",2026-06-27 18:17:30.000
8489,OPEN_CASE,CASE,1855,STATUS,,OPEN,Case opened. Priority: MEDIUM. Assigned to analyst_3. Initial Joule case summary reviewed. Threshold breach pattern identified as primary risk driver.,analyst_3,AML_ANALYST,"10.75.223.149",2026-06-24 21:17:30.000
8490,DECLINE_SAR,CASE,1855,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Risk indicators resolved through client outreach. Decision reviewed by officer_dubois. Joule alert summary noted. Human accountability confirmed.,officer_dubois,COMPLIANCE_OFFICER,"10.75.223.149",2026-06-27 20:17:30.000
8491,CLOSE_CASE,CASE,1855,STATUS,OPEN,CLOSED,Case closed. No SAR required. All alerts reviewed. Documentation archived. Regulatory reporting complete.,officer_dubois,COMPLIANCE_OFFICER,"10.75.223.149",2026-06-28 21:17:30.000
8492,OPEN_CASE,CASE,1856,STATUS,,OPEN,Case opened. Priority: HIGH. Assigned to analyst_8. Initial Joule case summary reviewed. Velocity anomaly identified as primary risk driver.,analyst_8,AML_ANALYST,"10.76.224.160",2026-06-24 16:17:30.000
8493,REQUEST_EDD,CASE,1856,REQUIRES_EDD,FALSE,TRUE,Enhanced Due Diligence requested. Risk profile elevated. Beneficial ownership structure under review. Regulatory obligation: MAS MAS626.,senior_marchetti,SENIOR_ANALYST,"10.76.224.160",2026-06-24 20:17:30.000
8494,DECLINE_SAR,CASE,1856,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Insufficient evidence of criminal intent. Decision reviewed by manager_raghavan. Joule alert summary noted. Human accountability confirmed.,senior_marchetti,SENIOR_ANALYST,"10.76.224.160",2026-06-27 16:17:30.000
8495,OPEN_CASE,CASE,1857,STATUS,,OPEN,Case opened. Priority: LOW. Assigned to analyst_5. Initial Joule case summary reviewed. Geographic risk signal identified as primary risk driver.,analyst_5,AML_ANALYST,"10.77.225.171",2026-06-24 17:17:30.000
8496,DECLINE_SAR,CASE,1857,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Transaction explained by documented business purpose. Decision reviewed by manager_fernandez. Joule alert summary noted. Human accountability confirmed.,senior_okafor,SENIOR_ANALYST,"10.77.225.171",2026-06-27 18:17:30.000
8497,CLOSE_CASE,CASE,1857,STATUS,OPEN,CLOSED,Case closed. No SAR required. All alerts reviewed. Documentation archived. Regulatory reporting complete.,manager_fernandez,COMPLIANCE_MANAGER,"10.77.225.171",2026-06-27 21:17:30.000
8498,OPEN_CASE,CASE,1858,STATUS,,OPEN,Case opened. Priority: MEDIUM. Assigned to analyst_3. Initial Joule case summary reviewed. Counterparty exposure identified as primary risk driver.,analyst_3,AML_ANALYST,"10.78.226.182",2026-06-24 18:17:30.000
8499,REQUEST_EDD,CASE,1858,REQUIRES_EDD,FALSE,TRUE,Enhanced Due Diligence requested. Risk profile elevated. Beneficial ownership structure under review. Regulatory obligation: FinCEN CDD Rule.,manager_raghavan,COMPLIANCE_MANAGER,"10.78.226.182",2026-06-25 00:17:30.000
8500,DECLINE_SAR,CASE,1858,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Risk indicators resolved through client outreach. Decision reviewed by officer_tanaka. Joule alert summary noted. Human accountability confirmed.,manager_raghavan,COMPLIANCE_MANAGER,"10.78.226.182",2026-06-27 20:17:30.000
8501,CLOSE_CASE,CASE,1858,STATUS,OPEN,CLOSED,Case closed. No SAR required. All alerts reviewed. Documentation archived. Regulatory reporting complete.,officer_tanaka,COMPLIANCE_OFFICER,"10.78.226.182",2026-06-28 00:17:30.000
8502,OPEN_CASE,CASE,1859,STATUS,,OPEN,Case opened. Priority: MEDIUM. Assigned to analyst_7. Initial Joule case summary reviewed. Suspicious structuring identified as primary risk driver.,analyst_7,AML_ANALYST,"10.79.227.193",2026-06-24 19:17:30.000
8503,DECLINE_SAR,CASE,1859,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Insufficient evidence of criminal intent. Decision reviewed by officer_dubois. Joule alert summary noted. Human accountability confirmed.,manager_fernandez,COMPLIANCE_MANAGER,"10.79.227.193",2026-06-27 22:17:30.000
8504,CLOSE_CASE,CASE,1859,STATUS,OPEN,CLOSED,Case closed. No SAR required. All alerts reviewed. Documentation archived. Regulatory reporting complete.,officer_dubois,COMPLIANCE_OFFICER,"10.79.227.193",2026-06-28 03:17:30.000
8505,OPEN_CASE,CASE,1860,STATUS,,OPEN,Case opened. Priority: HIGH. Assigned to analyst_6. Initial Joule case summary reviewed. Threshold breach pattern identified as primary risk driver.,analyst_6,AML_ANALYST,"10.80.228.204",2026-06-24 20:17:30.000
8506,REQUEST_EDD,CASE,1860,REQUIRES_EDD,FALSE,TRUE,Enhanced Due Diligence requested. Risk profile elevated. Beneficial ownership structure under review. Regulatory obligation: MAS MAS626.,officer_tanaka,COMPLIANCE_OFFICER,"10.80.228.204",2026-06-25 04:17:30.000
8507,FILE_SAR,CASE,1860,SAR_FILED,FALSE,TRUE,SAR filed with relevant FIU. Human investigator decision: sufficient evidence of layering activity. SAR reference: SAR-2026-01860. Final decision accountability: senior_okafor (SENIOR_ANALYST). Joule recommendation reviewed and confirmed by investigator prior to filing.,senior_okafor,SENIOR_ANALYST,"10.80.228.204",2026-06-28 00:17:30.000
8508,OPEN_CASE,CASE,1861,STATUS,,OPEN,Case opened. Priority: LOW. Assigned to analyst_8. Initial Joule case summary reviewed. Velocity anomaly identified as primary risk driver.,analyst_8,AML_ANALYST,"10.81.229.215",2026-06-24 21:17:30.000
8509,DECLINE_SAR,CASE,1861,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Risk indicators resolved through client outreach. Decision reviewed by manager_fernandez. Joule alert summary noted. Human accountability confirmed.,officer_dubois,COMPLIANCE_OFFICER,"10.81.229.215",2026-06-28 02:17:30.000
8510,CLOSE_CASE,CASE,1861,STATUS,OPEN,CLOSED,Case closed. No SAR required. All alerts reviewed. Documentation archived. Regulatory reporting complete.,manager_fernandez,COMPLIANCE_MANAGER,"10.81.229.215",2026-06-28 09:17:30.000
8511,OPEN_CASE,CASE,1862,STATUS,,OPEN,Case opened. Priority: MEDIUM. Assigned to analyst_3. Initial Joule case summary reviewed. Geographic risk signal identified as primary risk driver.,analyst_3,AML_ANALYST,"10.82.230.226",2026-06-24 16:17:30.000
8512,REQUEST_EDD,CASE,1862,REQUIRES_EDD,FALSE,TRUE,Enhanced Due Diligence requested. Risk profile elevated. Beneficial ownership structure under review. Regulatory obligation: FinCEN CDD Rule.,senior_marchetti,SENIOR_ANALYST,"10.82.230.226",2026-06-25 02:17:30.000
8513,DECLINE_SAR,CASE,1862,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Insufficient evidence of criminal intent. Decision reviewed by officer_tanaka. Joule alert summary noted. Human accountability confirmed.,senior_marchetti,SENIOR_ANALYST,"10.82.230.226",2026-06-27 22:17:30.000
8514,CLOSE_CASE,CASE,1862,STATUS,OPEN,CLOSED,Case closed. No SAR required. All alerts reviewed. Documentation archived. Regulatory reporting complete.,officer_tanaka,COMPLIANCE_OFFICER,"10.82.230.226",2026-06-28 06:17:30.000
8515,OPEN_CASE,CASE,1863,STATUS,,OPEN,Case opened. Priority: MEDIUM. Assigned to analyst_2. Initial Joule case summary reviewed. Counterparty exposure identified as primary risk driver.,analyst_2,AML_ANALYST,"10.83.231.237",2026-06-24 17:17:30.000
8516,DECLINE_SAR,CASE,1863,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Transaction explained by documented business purpose. Decision reviewed by officer_dubois. Joule alert summary noted. Human accountability confirmed.,senior_okafor,SENIOR_ANALYST,"10.83.231.237",2026-06-28 00:17:30.000
8517,CLOSE_CASE,CASE,1863,STATUS,OPEN,CLOSED,Case closed. No SAR required. All alerts reviewed. Documentation archived. Regulatory reporting complete.,officer_dubois,COMPLIANCE_OFFICER,"10.83.231.237",2026-06-28 09:17:30.000
8518,OPEN_CASE,CASE,1864,STATUS,,OPEN,Case opened. Priority: HIGH. Assigned to analyst_1. Initial Joule case summary reviewed. Suspicious structuring identified as primary risk driver.,analyst_1,AML_ANALYST,"10.84.232.248",2026-06-24 18:17:30.000
8519,REQUEST_EDD,CASE,1864,REQUIRES_EDD,FALSE,TRUE,Enhanced Due Diligence requested. Risk profile elevated. Beneficial ownership structure under review. Regulatory obligation: MAS MAS626.,manager_raghavan,COMPLIANCE_MANAGER,"10.84.232.248",2026-06-25 06:17:30.000
8520,DECLINE_SAR,CASE,1864,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Risk indicators resolved through client outreach. Decision reviewed by manager_raghavan. Joule alert summary noted. Human accountability confirmed.,manager_raghavan,COMPLIANCE_MANAGER,"10.84.232.248",2026-06-28 02:17:30.000
8521,CLOSE_CASE,CASE,1864,STATUS,OPEN,CLOSED,Case closed. No SAR required. All alerts reviewed. Documentation archived. Regulatory reporting complete.,manager_raghavan,COMPLIANCE_MANAGER,"10.84.232.248",2026-06-28 12:17:30.000
8522,OPEN_CASE,CASE,1865,STATUS,,OPEN,Case opened. Priority: LOW. Assigned to analyst_4. Initial Joule case summary reviewed. Threshold breach pattern identified as primary risk driver.,analyst_4,AML_ANALYST,"10.85.233.3",2026-06-24 19:17:30.000
8523,FILE_SAR,CASE,1865,SAR_FILED,FALSE,TRUE,SAR filed with relevant FIU. Human investigator decision: sufficient evidence of structuring activity. SAR reference: SAR-2026-01865. Final decision accountability: senior_okafor (SENIOR_ANALYST). Joule recommendation reviewed and confirmed by investigator prior to filing.,senior_okafor,SENIOR_ANALYST,"10.85.233.3",2026-06-28 04:17:30.000
8524,CLOSE_CASE,CASE,1865,STATUS,OPEN,CLOSED,Case closed. SAR filed and acknowledged. All alerts reviewed. Documentation archived. Regulatory reporting complete.,manager_fernandez,COMPLIANCE_MANAGER,"10.85.233.3",2026-06-28 15:17:30.000
8525,OPEN_CASE,CASE,1866,STATUS,,OPEN,Case opened. Priority: MEDIUM. Assigned to analyst_4. Initial Joule case summary reviewed. Velocity anomaly identified as primary risk driver.,analyst_4,AML_ANALYST,"10.86.234.14",2026-06-24 20:17:30.000
8526,REQUEST_EDD,CASE,1866,REQUIRES_EDD,FALSE,TRUE,Enhanced Due Diligence requested. Risk profile elevated. Beneficial ownership structure under review. Regulatory obligation: FinCEN CDD Rule.,officer_tanaka,COMPLIANCE_OFFICER,"10.86.234.14",2026-06-25 10:17:30.000
8527,DECLINE_SAR,CASE,1866,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Transaction explained by documented business purpose. Decision reviewed by officer_tanaka. Joule alert summary noted. Human accountability confirmed.,officer_tanaka,COMPLIANCE_OFFICER,"10.86.234.14",2026-06-28 06:17:30.000
